card_set_id	white_card_id
16	1672
16	1673
16	1674
16	1675
16	1676
16	1677
16	1678
16	1679
16	1680
16	1681
16	1682
16	1683
16	1684
16	1685
16	1686
16	1661
16	1662
16	1663
17	1648
17	1649
17	1650
17	1651
17	1652
17	1643
17	1644
17	1645
17	1646
17	1647
18	1632
18	1633
18	1634
18	1635
18	1636
18	1637
18	1638
18	1639
18	1640
18	1641
18	1642
18	1619
18	1620
18	1621
18	1622
18	1623
18	1624
18	1625
18	1626
18	1627
18	1628
18	1629
18	1630
18	1631
19	1653
19	1654
19	1655
19	1656
19	1657
19	1658
19	1659
19	1660
20	1728
20	1729
20	1730
20	1731
20	1732
20	1733
20	1734
20	1735
20	1736
20	1737
20	1738
20	1739
20	1740
20	1741
20	1742
20	1743
20	1744
20	1745
20	1722
20	1723
20	1724
20	1725
20	1726
20	1727
21	1698
21	1699
21	1700
21	1701
21	1702
21	1703
21	1704
21	1705
22	1696
22	1697
22	1507
22	1508
22	1510
22	1511
22	1512
22	1641
22	1518
22	1522
22	1687
22	1688
22	1528
22	1497
22	1689
22	1690
22	1691
22	1531
22	1692
22	1501
22	1693
22	1694
22	1695
23	1712
23	1713
23	1706
23	1707
23	1708
23	1709
23	1710
23	1711
24	1714
24	1715
24	1716
24	1717
24	1718
24	1719
24	1720
24	1721
25	1765
25	1704
25	1705
25	1706
25	1707
25	1772
25	1708
25	1774
25	1776
25	1777
25	1746
25	1714
25	1781
25	1718
25	1783
25	1784
25	1720
25	1785
25	1786
25	1787
25	1756
25	1788
25	1789
25	1790
27	1805
27	1806
27	1807
27	1808
27	1809
27	1810
27	1811
27	1812
27	1813
27	1814
27	1815
27	1816
27	1817
27	1818
27	1819
27	1820
27	1821
27	1822
27	1823
27	1824
27	1825
27	1826
27	1827
27	1828
27	1829
28	1746
28	1747
28	1748
28	1749
28	1750
28	1751
28	1752
28	1753
28	1754
28	1755
28	1756
28	1757
28	1758
28	1759
28	1760
28	1761
28	1762
28	1763
28	1764
28	1765
28	1766
28	1767
28	1768
28	1769
28	1770
28	1771
28	1772
28	1773
28	1774
28	1775
28	1776
28	1777
28	1778
28	1779
28	1780
28	1781
28	1782
29	1856
29	1857
29	1858
29	1859
29	1860
29	1861
29	1862
29	1863
29	1864
29	1865
29	1866
29	1867
29	1868
29	1869
29	1870
29	1871
29	1872
29	1873
29	1874
29	1875
29	1852
29	1853
29	1854
29	1855
30	1830
30	1831
30	1832
30	1833
30	1834
30	1835
30	1836
30	1837
30	1838
30	1839
30	1840
30	1841
30	1842
30	1843
30	1844
30	1845
30	1846
30	1847
30	1848
30	1849
30	1850
30	1851
31	1888
31	1889
31	1890
31	1891
31	1876
31	1877
31	1878
31	1879
31	1880
31	1881
31	1882
31	1883
31	1884
31	1885
31	1886
31	1887
32	1892
32	1893
32	1894
33	1895
33	1896
33	1897
33	1898
33	1899
33	1900
33	1901
33	1902
33	1903
33	1904
33	1905
33	1906
33	1907
33	1908
33	1909
33	1910
33	1911
33	1912
33	1913
33	1914
33	1915
33	1916
34	1920
34	1921
34	1922
34	1923
34	1924
34	1925
34	1926
34	1927
34	1928
34	1929
34	1930
34	1931
34	1932
34	1933
34	1934
34	1935
34	1936
34	1937
34	1938
34	1939
34	1940
34	1917
34	1918
34	1919
35	1952
35	1953
35	1954
35	1955
35	1956
35	1957
35	1958
35	1959
35	1960
35	1961
35	1962
35	1941
35	1942
35	1654
35	1943
35	1944
35	1945
35	1946
35	1947
35	1948
35	1949
35	1950
35	1951
36	1994
36	1995
36	1996
36	1997
36	1998
36	1999
36	2000
36	2001
36	2002
36	2003
36	2004
36	2005
36	2006
36	2007
36	2008
36	2009
36	2010
36	2011
36	2012
36	2013
36	2014
36	2015
36	2016
36	2017
36	2018
37	1963
37	1964
37	1965
37	1966
37	1967
37	1968
37	1969
37	1970
37	1971
37	1972
37	1973
37	1974
37	1975
37	1976
37	1977
37	1978
37	1979
37	1980
37	1981
38	1984
38	1985
38	1986
38	1987
38	1988
38	1989
38	1990
38	1991
38	1992
38	1993
38	1982
38	1983
39	2019
39	2020
39	2021
39	2022
39	2023
39	2024
39	2025
39	2026
39	2027
39	2028
39	2029
39	2030
39	2031
39	2032
39	2033
39	2034
39	2035
39	2036
39	2037
39	2038
39	2039
40	1568
40	1569
40	1550
40	1551
40	1552
40	1553
40	1554
40	1555
40	1556
40	1557
40	1558
40	1559
40	1560
40	1561
40	1562
40	1563
40	1564
40	1565
40	1566
40	1567
41	1570
41	1571
41	1572
41	1573
41	1574
41	38
41	1575
41	1576
41	1577
41	1578
41	1579
41	1580
41	1581
41	462
41	182
42	1792
42	1793
42	1794
42	1795
42	1796
42	1797
42	1798
42	1799
42	1800
42	1801
42	1802
42	1803
42	1804
42	1783
42	1784
42	1785
42	1786
42	1787
42	1788
42	1789
42	1790
42	1791
43	2040
43	2041
43	2042
43	2043
43	2044
43	2045
43	2046
43	2047
43	2048
43	2049
43	2050
43	2051
43	2052
43	2053
43	2054
43	2055
43	2056
43	2057
43	2058
43	2059
43	2060
43	2061
43	2062
43	2063
43	2064
43	2065
43	2066
43	2067
43	2068
43	2069
43	2070
43	2071
43	2072
43	2073
43	2074
43	2075
43	2076
43	2077
43	2078
43	2079
43	2080
43	2081
43	2082
43	2083
43	2084
43	2085
43	2086
43	2087
43	2088
43	2089
43	2090
43	2091
43	2092
43	2093
43	2094
43	2095
43	2096
43	2097
43	2098
43	2099
43	2100
43	2101
43	2102
43	2103
43	2104
43	2105
43	2106
43	2107
43	2108
43	2109
43	2110
43	2111
43	2112
43	2113
43	2114
43	2115
43	2116
43	2117
43	2118
43	2119
43	2120
43	2121
43	2122
43	2123
43	2124
43	2125
43	2126
43	2127
43	2128
43	2129
43	2130
43	2131
43	2132
43	2133
43	2134
43	2135
43	2136
43	2137
43	2138
43	2139
43	2140
43	2141
43	2142
43	2143
43	2144
43	2145
43	2146
43	2147
43	2148
43	2149
43	2150
43	2151
43	2152
43	2153
43	2154
43	2155
43	2156
43	2157
43	2158
43	2159
43	2160
43	2161
